Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre
01/03/2014,0,406,106,76,83,842,868,314,210,144,28,38,42,25,28,465,441,174,18,248,711,138,147,677,237,372,355,47,240
01/03/2014,1,273,43,27,36,531,431,205,139,63,20,10,24,7,8,236,219,76,1,165,337,47,30,476,94,203,251,37,113
01/03/2014,2,162,28,28,22,344,294,93,94,48,10,11,27,13,7,162,160,45,2,176,210,13,17,474,26,139,121,33,84
01/03/2014,3,90,12,16,19,255,222,60,75,33,15,27,8,6,3,76,91,39,6,92,183,23,25,256,29,109,54,12,42
01/03/2014,4,63,18,3,9,120,149,58,41,23,7,12,2,1,4,50,71,36,0,79,111,19,14,210,10,29,37,8,30
01/03/2014,5,66,50,13,16,64,115,77,73,36,15,11,9,1,3,85,73,54,2,59,124,25,35,187,38,46,41,17,60
01/03/2014,6,40,87,24,24,114,126,56,49,40,41,22,22,12,48,62,75,75,0,115,186,97,53,135,85,25,27,41,69
01/03/2014,7,87,94,43,34,257,213,78,108,127,61,43,56,26,62,188,121,120,10,231,289,241,76,79,223,32,26,80,81
01/03/2014,8,202,184,94,49,427,486,290,246,312,105,57,122,56,95,265,273,188,16,439,744,424,139,106,239,117,78,173,217
01/03/2014,9,382,169,120,68,573,991,680,586,662,122,81,143,84,97,509,481,255,26,762,950,474,165,196,339,153,90,277,434
01/03/2014,10,780,251,123,112,1018,1456,1359,1282,1137,112,123,230,96,130,860,793,244,40,1211,1540,637,194,369,534,378,228,343,614
01/03/2014,11,998,351,112,145,1715,2189,2131,2102,1312,144,109,260,145,178,1342,1149,347,22,1511,1925,680,133,514,578,646,346,405,1023
01/03/2014,12,1636,403,170,157,2657,2860,2410,2750,1657,170,113,349,206,170,1796,1154,465,49,1759,1956,719,147,841,792,789,0,412,1236
01/03/2014,13,2066,347,167,202,3017,3500,2833,2888,1759,112,62,344,220,245,1808,1340,447,83,1716,2305,648,208,758,962,1037,0,433,1273
01/03/2014,14,2347,389,134,257,2925,3328,3064,3137,2007,146,66,356,259,175,2239,1470,537,61,1473,2438,660,189,924,1113,960,616,344,1528
01/03/2014,15,2438,388,142,237,2886,3214,3302,3269,1579,136,67,394,265,200,2156,1620,519,74,1212,2595,695,202,1089,1028,1006,371,312,1612
01/03/2014,16,1891,393,147,184,3071,3246,2734,3049,1359,148,106,424,223,245,2138,1439,527,46,775,2264,723,212,1133,972,852,0,206,1269
01/03/2014,17,1900,535,160,188,2509,2993,2417,2483,918,158,101,397,293,196,2078,1445,519,96,554,2342,731,208,861,911,934,0,158,1539
01/03/2014,18,1615,439,143,233,2474,2181,1722,1033,575,130,128,432,272,173,2270,1367,438,88,408,2092,683,191,824,804,1027,766,147,1919
01/03/2014,19,1516,351,138,192,2482,1768,998,567,432,124,95,541,346,120,1682,1334,374,55,330,1776,388,155,1111,678,1089,1059,87,1040
01/03/2014,20,1395,356,81,169,2407,2100,714,454,285,88,109,497,214,90,1601,1014,419,24,396,1511,321,121,1005,434,1018,841,120,836
01/03/2014,21,1031,268,100,116,2184,1945,542,359,251,127,85,309,163,65,1399,848,292,32,263,1234,335,143,1048,359,791,649,74,482
01/03/2014,22,899,259,125,71,1713,1540,508,514,329,79,101,182,140,57,1554,775,394,84,274,1178,322,118,812,417,752,828,66,1111
01/03/2014,23,660,160,89,65,1472,1792,425,362,227,42,73,130,67,42,1028,726,303,12,197,1101,285,152,873,225,636,693,56,428
02/03/2014,0,494,126,68,86,1012,1333,355,227,198,51,73,69,36,16,584,474,213,4,206,843,204,79,890,174,511,530,48,211
02/03/2014,1,313,97,38,40,683,716,261,257,155,31,63,29,5,10,487,294,136,10,172,557,106,71,978,93,412,466,52,198
02/03/2014,2,216,52,83,39,483,510,241,218,77,16,10,31,5,9,444,241,96,8,166,524,42,81,614,34,184,318,46,131
02/03/2014,3,115,19,19,42,321,401,205,207,129,8,13,16,6,3,188,170,40,8,133,360,39,43,574,33,107,163,25,77
02/03/2014,4,56,19,12,18,78,227,73,110,39,12,5,6,4,4,79,112,51,1,78,127,43,28,393,16,46,74,8,45
02/03/2014,5,31,38,7,12,77,106,21,45,31,10,7,6,2,4,67,53,20,2,35,86,35,18,154,57,27,21,8,56
02/03/2014,6,42,39,20,18,78,119,39,40,28,15,9,13,8,20,85,34,23,2,50,113,80,42,198,35,12,13,21,57
02/03/2014,7,56,100,27,21,162,170,46,80,103,40,22,53,38,73,146,91,93,7,155,198,330,5,74,238,44,21,37,116
02/03/2014,8,171,306,69,24,263,318,162,157,256,81,35,130,65,162,252,237,132,15,291,498,496,158,87,447,77,41,53,322
02/03/2014,9,325,245,123,60,485,724,544,413,473,103,66,191,123,173,451,422,221,16,553,806,559,136,192,444,144,148,174,687
02/03/2014,10,710,313,102,87,1003,1355,1105,1153,816,93,84,378,142,148,994,532,270,134,1142,1296,276,150,344,517,296,217,237,1151
02/03/2014,11,976,298,98,112,1530,1775,1413,1984,1174,115,48,539,307,220,1653,816,444,107,1129,1372,443,151,592,727,553,374,388,1380
02/03/2014,12,1346,299,161,112,1980,2494,1926,2402,1202,118,42,503,403,196,1769,963,382,189,1388,1731,546,186,655,912,867,676,396,1898
02/03/2014,13,1796,297,151,147,2470,2761,2450,2361,1307,104,48,586,419,242,2487,1125,435,112,1668,1892,372,186,789,1072,988,674,381,2874
02/03/2014,14,2027,340,146,241,2525,2945,2953,2792,1214,118,78,620,469,238,2100,1082,543,83,1432,2214,428,219,888,1182,941,426,322,2514
02/03/2014,15,2057,305,115,162,2584,2627,2951,2694,1173,115,63,606,370,271,2059,1078,558,70,1233,2379,419,170,952,1051,934,0,280,2391
02/03/2014,16,1812,286,153,139,2412,2436,2190,2531,952,117,38,462,372,238,2060,1061,397,71,669,2085,533,135,830,1025,830,0,160,1855
02/03/2014,17,1681,332,139,106,2140,2197,1742,1550,601,148,71,360,167,233,1786,1013,442,54,459,1851,439,133,883,1028,922,517,116,1477
02/03/2014,18,1428,297,73,110,1904,1754,1164,665,367,116,70,312,150,171,1137,996,383,27,370,1603,417,112,666,702,798,646,108,649
02/03/2014,19,1176,209,39,86,1755,1249,764,365,308,89,77,242,177,95,954,752,344,16,352,1470,337,87,808,339,795,485,82,416
02/03/2014,20,981,182,57,102,1672,947,577,305,194,50,63,174,94,61,925,611,205,9,277,1217,175,108,761,295,655,514,98,317
02/03/2014,21,526,79,35,56,1216,802,350,188,153,46,47,129,78,36,657,586,200,5,223,889,109,74,507,140,455,328,64,225
02/03/2014,22,353,79,26,65,777,512,205,119,104,28,61,60,42,21,352,360,144,5,139,600,134,56,348,106,269,205,38,110
02/03/2014,23,177,54,20,32,417,298,129,78,57,28,29,60,21,7,147,232,119,2,133,374,89,41,227,90,135,64,40,64
03/03/2014,0,76,13,5,16,162,119,60,37,10,8,15,5,1,4,72,101,41,1,80,137,29,12,124,39,33,21,13,37
03/03/2014,1,37,16,4,8,72,58,29,30,14,8,8,9,4,2,26,44,12,6,31,71,27,17,113,34,46,25,16,12
03/03/2014,2,21,7,6,15,25,30,11,6,4,0,0,10,8,0,25,35,15,5,39,29,12,2,48,9,23,20,7,8
03/03/2014,3,16,5,2,9,34,30,10,6,5,0,3,6,0,2,17,25,13,0,18,20,11,21,34,14,7,6,5,18
03/03/2014,4,9,8,1,7,21,39,13,26,9,4,4,1,3,4,39,18,24,0,19,45,13,2,37,21,8,5,3,33
03/03/2014,5,20,61,18,106,89,85,26,20,17,62,23,17,8,39,101,79,80,2,24,131,108,20,27,79,21,5,9,111
03/03/2014,6,62,260,186,761,280,213,53,116,90,469,98,76,27,176,367,369,228,8,61,479,543,144,86,206,58,17,17,315
03/03/2014,7,312,721,813,2387,417,462,288,255,400,1643,170,177,81,405,944,878,465,30,158,1237,1525,482,132,603,77,55,56,727
03/03/2014,8,912,1632,1624,5075,1072,1133,711,583,841,2981,237,284,125,580,1599,2004,1008,29,484,2580,2849,966,255,705,199,141,132,1406
03/03/2014,9,811,916,712,2141,1169,1268,889,717,772,1287,247,180,83,217,953,1008,340,42,495,1542,1578,510,290,429,198,147,84,948
03/03/2014,10,1081,631,436,886,1611,1653,1326,1177,1166,456,163,171,92,138,814,788,225,18,585,1754,1034,389,382,354,325,149,119,645
03/03/2014,11,1283,525,460,793,2260,1988,1601,1790,1462,580,121,208,137,161,1129,1075,335,18,596,1671,988,385,459,398,655,236,111,801
03/03/2014,12,2452,1468,642,1337,3135,2884,2948,3369,2396,1216,355,374,206,623,1581,1962,498,39,1155,2602,1661,711,1113,674,904,0,143,1231
03/03/2014,13,2374,1389,681,1594,3017,3365,3068,3088,2588,902,249,397,276,444,1630,1617,526,70,961,2813,1564,666,1009,644,974,570,167,1276
03/03/2014,14,2174,702,397,977,2769,3184,2551,2406,1545,566,197,275,154,180,1361,1193,407,41,720,2468,1113,342,777,723,873,242,135,1406
03/03/2014,15,2340,644,502,1300,2879,2698,2377,2341,1552,892,140,199,79,189,1402,1186,405,13,597,2699,1488,420,639,604,839,0,176,1214
03/03/2014,16,2038,645,936,2561,3010,2877,2154,2103,1362,1975,221,180,115,309,1845,1632,712,34,628,2729,2384,428,780,724,863,0,132,1623
03/03/2014,17,2615,1087,1519,3598,2777,2926,2333,1931,1198,2613,226,309,128,712,2580,2003,1224,73,633,3386,3312,623,1077,1120,860,0,221,2282
03/03/2014,18,1927,630,651,1449,2231,2061,1641,867,662,892,135,278,144,444,1488,1252,610,97,591,2564,1667,327,922,720,741,566,176,1152
03/03/2014,19,1430,392,238,495,1823,1476,856,517,331,349,87,204,114,181,897,840,370,26,384,1848,809,147,678,316,696,426,115,669
03/03/2014,20,1163,361,125,231,1714,1022,640,350,265,152,76,247,168,103,914,703,264,8,336,1356,515,120,694,223,623,449,88,602
03/03/2014,21,654,154,80,108,1120,821,442,230,180,94,66,141,81,68,739,477,223,11,237,1112,385,82,547,151,390,286,55,379
03/03/2014,22,396,230,74,94,697,526,269,173,108,43,57,103,80,32,403,356,189,5,166,832,225,56,443,125,246,222,91,247
03/03/2014,23,218,86,46,42,428,358,144,93,83,20,9,28,34,19,187,176,91,3,136,432,110,35,283,107,135,84,31,119
04/03/2014,0,90,34,7,15,183,139,56,42,25,14,8,17,7,6,68,99,29,2,112,206,46,17,125,28,70,46,25,56
04/03/2014,1,43,10,8,18,70,73,22,19,14,2,8,9,8,4,34,33,3,0,71,39,8,3,75,17,60,17,12,25
04/03/2014,2,29,8,2,4,24,39,17,11,9,0,1,1,1,1,24,23,8,0,24,36,8,9,54,11,28,4,10,22
04/03/2014,3,20,14,1,2,19,37,17,32,7,3,2,4,3,8,11,14,9,0,22,18,20,23,54,10,6,0,1,20
04/03/2014,4,19,24,1,4,22,38,9,11,10,6,1,0,0,10,31,12,31,3,16,32,7,2,30,23,9,10,6,51
04/03/2014,5,23,81,20,138,95,78,27,20,24,71,14,17,7,27,95,114,61,2,35,172,42,33,16,65,13,2,9,119
04/03/2014,6,102,239,201,930,306,232,70,101,127,521,74,68,30,169,388,412,313,16,130,459,297,167,121,306,39,16,29,389
04/03/2014,7,342,798,801,2100,389,593,339,258,477,1679,200,230,272,451,1147,1182,593,24,346,1255,988,497,202,641,56,75,97,1034
04/03/2014,8,942,1708,1572,4581,1176,1345,788,610,1008,2921,296,355,419,615,1877,2519,940,57,478,2684,2030,1087,327,976,195,124,174,1916
04/03/2014,9,896,984,768,2341,1253,1248,789,718,753,1319,163,181,180,222,1034,1087,374,18,592,1756,1163,488,289,381,199,154,122,1374
04/03/2014,10,1061,611,480,973,1445,1584,1343,1164,1153,472,214,156,175,152,1130,791,226,23,895,1758,817,387,297,331,354,59,131,761
04/03/2014,11,1379,674,515,940,2111,1656,1701,1965,1480,629,165,184,117,196,1225,1013,356,16,1240,1723,709,375,514,385,498,0,172,792
04/03/2014,12,2401,1522,721,1265,2921,3209,3047,2776,2600,1367,340,378,223,582,1694,1802,385,49,1645,2719,1274,624,1162,665,922,0,264,1121
04/03/2014,13,2460,1305,684,1456,3016,3100,3143,3027,2455,996,233,208,118,433,1502,1485,376,39,1471,2594,1238,462,904,559,959,0,263,1052
04/03/2014,14,2066,745,440,990,2551,2576,2431,2332,1568,576,198,199,95,190,1127,1232,472,23,939,2420,880,331,684,492,705,0,154,653
04/03/2014,15,1760,562,545,1542,2689,2925,2253,2271,1558,979,121,138,72,204,1551,1222,510,24,775,2146,1182,337,692,481,915,0,173,996
04/03/2014,16,2060,727,1000,2319,2630,3186,2085,2272,1380,2110,229,171,68,310,1848,1195,550,33,625,2723,1907,482,664,642,702,0,139,1403
04/03/2014,17,2458,1276,1527,3483,2676,2765,2418,1945,1364,2372,291,304,121,636,2474,2218,1073,81,575,3344,2714,658,921,1144,757,0,212,2229
04/03/2014,18,1872,763,652,1530,2401,2001,1824,1018,544,958,143,312,112,405,1955,1160,617,88,538,2644,1451,313,733,706,802,0,160,1831
04/03/2014,19,1539,349,231,519,2005,1488,989,486,349,340,104,239,160,190,1102,852,369,72,370,1862,635,164,765,372,836,0,110,667
04/03/2014,20,1182,269,149,287,2022,1329,693,338,306,194,62,263,140,105,1158,650,286,25,322,1397,416,139,662,247,564,0,88,657
04/03/2014,21,865,211,99,138,1303,822,469,287,218,125,70,203,101,81,810,727,251,12,258,1100,337,167,480,193,468,0,75,516
04/03/2014,22,446,111,53,100,854,586,346,132,116,51,54,77,36,45,871,482,209,63,178,894,184,77,428,134,295,0,38,1292
04/03/2014,23,234,72,42,65,502,392,195,100,78,37,8,46,15,17,307,278,169,2,142,505,93,30,289,82,151,0,32,151
05/03/2014,0,59,31,14,21,202,136,77,41,27,16,12,18,13,7,138,107,45,6,83,173,65,11,163,32,127,0,25,70
05/03/2014,1,32,12,4,8,105,109,52,41,31,1,4,23,13,1,64,75,11,0,79,74,32,4,104,22,67,0,23,43
05/03/2014,2,28,11,4,9,48,52,19,8,8,1,1,4,3,1,40,24,10,1,46,35,14,0,68,9,16,0,6,26
05/03/2014,3,8,12,0,7,26,34,7,5,16,2,4,18,6,3,31,45,16,0,20,47,7,10,66,5,6,0,8,24
05/03/2014,4,8,8,1,6,23,35,3,6,8,5,7,3,1,2,41,29,35,2,24,35,26,4,36,11,10,0,4,45
05/03/2014,5,24,70,27,119,120,81,27,34,23,58,19,11,5,30,124,62,45,2,36,127,159,35,35,46,13,7,9,127
05/03/2014,6,84,282,249,891,276,187,89,93,98,520,82,85,37,184,328,333,281,15,87,548,581,171,97,261,58,27,21,414
05/03/2014,7,373,896,854,2769,494,564,341,268,453,1744,182,234,86,422,911,1227,562,83,230,1421,1760,554,170,568,82,44,63,953
05/03/2014,8,985,1805,2639,4780,1194,1290,693,719,879,3003,238,355,145,559,1695,2316,1030,42,500,2600,3060,927,275,772,218,132,171,1616
05/03/2014,9,845,918,1899,2036,1064,1289,760,833,910,1150,244,133,55,193,974,993,281,64,411,1521,1573,487,298,357,192,150,135,805
05/03/2014,10,820,567,1178,905,1415,1470,1210,1239,1168,460,149,84,38,140,749,740,269,92,478,1314,1254,360,322,258,260,245,142,653
05/03/2014,11,1302,590,1371,819,1773,2208,1788,1704,1268,684,135,110,43,184,1080,813,403,30,667,1634,1144,384,491,421,425,372,114,977
05/03/2014,12,2322,1532,1248,1151,2841,3554,3145,2858,2218,1114,251,290,126,454,1620,1550,525,40,1131,2476,1816,565,1105,695,793,583,157,1344
05/03/2014,13,2285,1266,526,1220,3044,3711,2742,3212,2157,882,213,256,117,332,1529,1463,416,101,900,2651,1730,544,989,467,884,528,191,1281
05/03/2014,14,1812,651,479,1074,2688,2789,2266,2481,1769,596,152,180,80,151,1367,1280,457,37,686,2015,1305,344,765,484,755,389,146,927
05/03/2014,15,2031,541,590,1385,2673,2959,2271,2459,1370,934,142,111,51,185,1516,1133,554,47,661,2308,1629,340,716,543,648,429,173,1308
05/03/2014,16,2329,719,1112,2299,2485,3011,2388,2061,1272,1974,143,169,86,292,1628,1610,730,41,830,2704,2827,482,723,840,634,363,176,1426
05/03/2014,17,2665,1188,1306,3243,2689,3079,2508,2053,1259,2291,253,216,96,644,2407,2486,1184,47,891,3494,3365,582,926,973,790,408,212,1961
05/03/2014,18,1883,623,614,1496,2350,2181,1556,1016,681,854,158,210,98,360,1722,1175,631,121,894,2670,1794,268,867,513,816,569,242,1327
05/03/2014,19,1257,353,238,536,2106,1393,956,516,379,320,116,160,82,148,1192,807,378,55,980,1525,848,184,732,250,666,544,286,1382
05/03/2014,20,1119,246,149,292,1562,1196,644,281,247,162,89,103,63,81,589,606,260,35,912,1183,458,153,533,192,603,495,204,351
05/03/2014,21,714,175,67,127,1099,948,430,254,171,90,47,109,42,55,731,603,176,11,574,1101,212,143,437,212,418,330,159,542
05/03/2014,22,447,125,62,72,814,842,304,162,181,58,56,59,23,33,981,383,191,65,452,812,156,77,351,151,316,296,136,1211
05/03/2014,23,248,82,25,70,398,300,148,131,67,35,25,28,21,9,292,263,139,4,178,511,84,37,229,61,177,179,39,259
06/03/2014,0,79,33,8,24,124,158,97,59,27,20,3,12,1,9,66,105,19,1,118,150,39,20,161,17,82,64,17,45
06/03/2014,1,41,16,3,18,90,108,32,27,12,12,11,6,3,3,27,35,9,2,58,63,10,11,147,12,36,25,16,19
06/03/2014,2,32,11,3,3,66,55,20,9,14,3,0,1,0,0,27,25,9,3,33,68,3,11,63,3,30,10,2,16
06/03/2014,3,18,17,3,11,26,20,5,9,6,3,0,2,1,1,22,21,7,1,31,48,15,14,28,9,7,6,8,21
06/03/2014,4,6,8,5,11,27,51,10,5,10,5,4,0,1,5,39,18,21,1,32,39,9,5,24,8,3,17,13,40
06/03/2014,5,17,71,36,161,94,81,26,41,34,70,8,13,10,30,96,125,76,0,78,130,53,32,40,45,10,6,9,119
06/03/2014,6,62,269,248,789,289,239,88,109,110,560,64,65,27,142,376,532,269,10,135,571,370,168,121,209,38,18,29,481
06/03/2014,17,2757,1039,1358,3347,2904,3192,2568,2388,1425,2348,242,323,146,697,2436,2315,1224,99,697,3628,2805,666,1118,1120,926,493,243,2069
06/03/2014,18,1978,626,644,1484,2596,2515,2086,1655,817,1004,185,192,93,353,1686,1410,694,52,546,2652,1502,354,865,589,766,591,162,1223
06/03/2014,19,1465,419,261,543,2430,1936,1431,837,454,340,109,185,99,196,1046,932,375,46,387,1646,721,185,835,340,843,607,114,896
06/03/2014,20,1277,287,130,297,1975,1413,960,491,237,169,111,199,117,150,888,764,280,7,328,1563,453,155,721,220,722,497,120,426
06/03/2014,21,856,198,83,157,1510,1043,526,288,250,130,100,196,87,76,877,616,217,5,244,1147,376,112,547,154,551,350,67,430
06/03/2014,22,586,122,63,120,1135,832,321,197,161,67,63,81,36,76,674,453,218,9,176,841,256,99,589,133,407,350,51,284
06/03/2014,23,316,102,48,69,704,504,244,129,90,32,20,59,24,23,316,410,201,6,166,563,147,61,364,59,208,176,46,124
07/03/2014,0,126,43,18,37,380,291,84,62,38,14,18,23,16,5,131,149,65,2,157,212,54,24,248,55,121,130,25,56
07/03/2014,1,105,17,8,18,126,132,50,45,24,7,6,11,3,12,75,55,19,0,96,60,15,11,243,47,100,78,15,27
07/03/2014,2,79,5,11,6,148,105,29,15,13,0,2,10,3,3,36,42,22,0,77,56,12,13,263,13,71,25,13,25
07/03/2014,3,41,12,29,7,56,93,17,16,6,1,2,7,4,2,72,51,27,0,37,69,10,12,129,8,29,72,4,37
07/03/2014,4,14,14,48,3,42,89,12,24,9,6,2,0,0,3,38,39,46,0,40,39,18,2,53,7,8,19,5,37
07/03/2014,5,17,73,35,128,84,88,22,13,28,62,19,12,4,24,96,94,66,4,67,119,158,53,37,58,15,8,19,88
07/03/2014,6,81,282,175,819,237,219,86,82,97,482,76,68,29,155,348,446,219,15,124,510,620,135,81,255,42,24,50,323
07/03/2014,7,308,667,728,2641,438,555,282,262,407,1173,181,174,53,332,884,1137,472,38,337,1245,1926,420,134,429,101,64,103,785
07/03/2014,8,955,1640,1523,4593,907,1011,661,663,912,2759,328,222,85,443,1499,2190,928,48,581,2281,3181,910,258,736,157,139,157,1273
07/03/2014,9,657,852,738,2012,930,1258,842,875,998,1115,190,147,41,197,875,928,283,77,646,1318,1667,543,263,415,213,162,131,857
07/03/2014,10,1005,670,523,905,1423,1854,1227,1096,1072,504,203,164,78,133,980,744,287,117,783,1458,1242,446,403,492,319,202,181,870
07/03/2014,11,1410,741,399,933,2027,2618,1879,1898,1406,622,150,215,89,236,1288,1065,382,45,1303,1817,1365,400,603,532,486,340,240,1039
07/03/2014,12,2193,1387,604,1355,3085,3102,3144,3588,2413,1162,302,402,197,617,1812,1841,525,105,1618,2605,2069,676,1264,788,1033,754,256,1414
07/03/2014,13,2299,1212,669,1053,2715,3903,3103,3920,2568,945,213,318,156,504,1671,1820,516,90,1681,2946,2026,638,1082,719,865,751,302,1421
07/03/2014,14,1958,732,515,1003,2666,3409,2684,3186,1940,614,143,220,105,223,1556,1222,464,76,1248,2298,861,470,754,987,819,550,243,1269
07/03/2014,15,2086,630,497,1313,2812,3578,2692,2574,1519,1006,127,252,93,227,1702,1266,506,62,1260,2645,904,432,833,849,818,371,295,1195
07/03/2014,16,2332,822,814,2449,2892,3083,2726,2699,1557,1945,183,239,87,445,2066,1669,766,115,806,3122,1485,472,909,1026,841,402,204,1553
07/03/2014,17,2814,1002,1173,2599,3433,3609,3006,2986,1534,1828,254,270,113,572,2998,1954,1147,133,678,3687,2056,579,1097,1156,873,575,229,1721
07/03/2014,18,2190,616,503,1084,2799,3047,2489,2031,1056,650,132,221,88,259,2067,1465,622,142,525,2858,1218,267,999,840,1066,850,174,1535
07/03/2014,19,1709,479,239,411,2645,2596,1796,1546,710,224,101,306,126,154,1901,1164,406,195,461,2012,584,202,1101,682,1235,1171,108,1417
07/03/2014,20,1712,339,133,241,2655,2387,1547,1056,418,150,98,217,93,104,1843,888,396,178,360,1797,44,142,1129,564,1124,770,88,1068
07/03/2014,21,1363,199,162,181,2651,1977,674,485,370,141,106,145,86,99,2888,812,343,314,357,1545,345,147,929,371,808,739,111,2116
07/03/2014,22,1031,198,125,137,1966,1829,404,388,331,127,65,116,43,72,1530,878,334,248,315,1631,311,180,885,284,782,778,79,860
07/03/2014,23,762,215,77,80,1519,1391,285,317,251,63,44,81,34,38,984,652,314,27,316,1118,278,142,641,197,513,563,65,385
08/03/2014,0,451,118,32,81,1080,1479,214,171,165,36,41,46,33,22,436,442,215,5,222,814,161,72,725,106,442,383,30,173
08/03/2014,1,241,66,19,34,644,517,154,137,74,16,19,28,7,14,245,287,92,1,169,405,43,30,524,59,280,328,30,94
08/03/2014,2,162,20,4,36,393,375,69,98,38,5,20,13,2,13,90,153,49,11,148,254,45,31,369,37,137,226,21,64
08/03/2014,3,88,18,29,22,250,282,62,80,34,6,22,18,3,6,101,109,49,2,104,215,30,20,366,24,74,77,10,50
08/03/2014,4,56,23,5,14,153,190,42,65,24,13,5,6,1,2,68,130,70,1,83,92,10,12,235,16,29,20,19,58
08/03/2014,5,46,40,15,42,96,97,20,46,20,11,7,1,4,15,79,52,40,0,100,95,69,24,127,37,19,28,26,53
08/03/2014,6,47,68,23,13,137,111,62,53,42,16,19,18,8,21,62,71,66,3,153,128,161,59,89,100,26,16,29,51
08/03/2014,7,116,75,29,31,225,240,118,110,112,59,27,52,40,73,167,159,126,9,329,349,328,99,82,257,62,28,110,119
08/03/2014,8,192,240,108,75,394,466,294,280,335,101,68,106,35,115,375,344,151,15,493,698,538,160,130,456,136,57,155,249
08/03/2014,9,390,249,90,77,789,1072,749,853,661,128,101,185,92,139,610,637,300,18,811,1127,653,155,293,773,206,171,225,387
08/03/2014,10,780,270,132,105,1272,1832,1416,1549,1185,132,109,240,116,196,1044,871,344,68,1331,1548,768,309,403,916,376,295,358,565
08/03/2014,11,1177,306,165,108,1872,2166,2186,2320,1350,169,112,291,121,200,1477,988,383,161,1763,1979,1009,261,605,1056,719,425,383,896
08/03/2014,12,1716,417,182,115,2915,2833,2851,2907,1726,155,128,272,128,242,1879,1169,460,343,1876,2323,917,204,793,1412,1050,700,428,1197
08/03/2014,13,2106,421,186,123,3199,3409,3183,3394,1593,148,91,303,123,237,2314,1321,491,294,1926,2590,875,202,835,1533,1193,735,402,1325
08/03/2014,14,2135,469,190,148,3363,3809,3649,3626,1804,127,132,328,220,213,2582,1589,566,510,1702,2649,884,250,961,1449,1291,624,376,1682
08/03/2014,15,2149,414,150,116,3329,3926,3515,3904,1711,142,73,403,215,240,2835,1673,604,614,1284,2882,975,208,1164,1441,1115,468,279,1891
08/03/2014,16,2163,379,196,104,3026,3751,3487,3430,1508,143,86,332,236,204,2832,1798,719,511,810,2785,954,282,1176,1367,1152,645,183,1766
08/03/2014,17,2212,473,177,107,3149,3188,2653,2739,899,164,111,549,308,220,2655,1665,692,939,623,2716,957,281,1138,1564,1106,681,199,1595
08/03/2014,18,1880,398,150,106,3059,2754,2242,1310,557,151,87,556,315,166,2943,1750,572,1049,479,2531,896,215,1195,972,1253,943,154,2043
08/03/2014,19,1691,434,139,133,2858,2499,1238,734,486,102,119,706,382,141,2596,1399,479,1278,475,2281,575,144,1302,554,1389,1264,144,1155
08/03/2014,20,1503,434,138,90,2747,2729,723,537,332,113,71,658,385,99,2514,1252,444,1908,427,2036,399,137,1262,478,1256,977,93,1017
08/03/2014,21,1311,263,95,71,2539,2353,588,451,297,78,78,516,312,74,3834,1256,457,1178,324,1811,370,133,1175,491,929,850,91,1760
08/03/2014,22,1232,266,169,95,2288,2103,563,485,323,91,85,405,259,69,2696,1127,439,1454,316,1885,380,165,1240,542,911,888,76,1059
08/03/2014,23,953,217,110,70,2134,1951,498,426,274,50,72,347,123,52,1943,955,446,163,277,1407,328,150,1162,307,637,677,74,722
09/03/2014,0,507,118,67,64,1105,1179,259,254,175,20,78,121,84,23,802,616,284,15,159,965,171,91,1117,163,425,535,34,288
09/03/2014,1,340,57,43,49,562,582,162,187,117,18,54,26,9,7,386,305,109,5,187,479,76,39,895,79,239,369,27,131
09/03/2014,2,163,39,37,27,385,457,129,174,85,4,19,28,16,4,205,225,81,10,135,367,43,43,658,75,169,282,24,62
09/03/2014,3,88,18,15,16,212,308,85,143,49,1,20,33,7,3,147,111,52,8,123,250,40,46,583,30,68,191,16,37
09/03/2014,4,48,13,13,12,89,159,83,104,24,4,13,6,0,6,54,92,41,3,54,128,39,36,383,13,44,115,8,44
09/03/2014,5,37,13,16,6,43,112,40,63,46,5,8,19,3,4,58,47,19,0,38,69,43,27,235,27,18,108,6,44
09/03/2014,6,36,16,16,16,99,112,53,47,45,17,17,11,5,21,85,62,35,3,76,109,55,31,133,92,28,57,21,97
09/03/2014,7,72,60,24,32,200,183,66,71,85,29,24,45,23,69,176,142,110,13,162,324,230,89,81,150,50,47,33,190
09/03/2014,8,198,104,78,30,346,345,176,133,211,74,63,180,63,127,303,290,157,14,386,593,317,175,91,285,76,49,88,387
