Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place
17/10/2014,21,1217,212,134,178,2436,1680,583,549,0,125,148,251,71,75,1470,1006,358,0,377,1569,592,206,1069,439,1043,921,0,1388,1254,1105,63,130,181
17/10/2014,22,802,216,152,181,1805,1343,400,363,0,105,75,116,28,67,929,802,406,0,304,1184,473,86,975,348,723,1041,0,708,950,815,79,84,134
17/10/2014,23,520,167,90,125,1447,1067,214,278,0,28,51,100,9,28,563,552,309,0,223,823,300,71,731,210,483,934,0,287,817,400,32,67,88
18/10/2014,0,321,74,47,56,750,692,173,125,0,19,31,43,6,14,344,323,197,0,153,470,122,49,440,129,361,454,0,158,531,229,29,47,38
18/10/2014,1,134,37,31,22,362,328,58,79,0,9,18,12,3,7,160,186,66,0,142,245,40,23,373,68,189,202,0,61,394,90,9,20,19
18/10/2014,2,92,26,13,18,298,230,47,62,0,5,3,5,4,1,111,106,45,0,95,154,13,13,330,28,73,153,0,63,343,50,4,13,7
18/10/2014,3,67,13,22,15,138,147,23,21,0,9,5,14,0,3,61,77,36,0,74,116,21,15,193,10,54,69,0,50,212,16,5,6,13
18/10/2014,4,32,22,1,16,80,100,30,35,0,2,3,0,0,3,42,45,30,0,58,71,28,5,115,14,17,54,0,61,78,17,5,9,16
18/10/2014,5,30,31,24,18,90,84,13,32,0,17,12,18,4,10,55,59,70,0,134,149,106,20,266,53,12,70,0,68,98,19,22,28,18
18/10/2014,6,47,91,40,14,179,189,85,106,0,48,26,115,18,32,106,168,104,0,266,288,413,81,178,164,32,87,0,71,112,29,39,62,64
18/10/2014,7,103,177,51,68,304,311,322,492,0,106,89,400,31,97,298,348,150,0,405,493,1852,259,129,427,88,67,0,204,179,74,56,117,143
18/10/2014,8,206,224,77,86,507,558,474,561,0,162,257,423,16,129,483,460,274,0,642,857,1581,354,170,491,102,77,0,404,166,65,80,149,211
18/10/2014,9,406,214,95,77,774,1141,770,802,0,136,114,233,41,145,688,707,341,0,885,574,756,156,231,481,208,48,0,568,252,119,73,121,181
18/10/2014,10,656,248,107,129,1165,1724,1354,1239,0,150,94,286,78,209,1062,987,424,0,1419,1004,864,225,352,826,410,0,0,823,365,186,78,139,154
18/10/2014,11,1020,317,151,138,1736,2660,1895,2078,0,145,127,286,75,235,1513,1194,483,0,1611,1901,987,196,535,939,703,0,0,993,539,255,84,208,174
18/10/2014,12,1426,355,156,131,2470,3108,2364,2403,0,124,201,324,80,205,1600,1327,565,0,1888,2076,1089,203,712,1257,1113,0,0,1160,802,365,78,185,149
18/10/2014,13,1648,349,219,135,2560,3232,2816,2734,0,143,142,398,109,214,1683,1321,539,0,1889,2353,777,254,683,1231,1194,0,0,1317,832,482,70,209,136
18/10/2014,14,1673,330,171,143,2786,3294,2908,3017,0,134,108,377,118,211,1698,1497,737,0,1536,2446,972,219,773,1415,1067,0,0,1222,728,556,82,194,142
18/10/2014,15,1808,305,150,126,2447,3309,2898,3034,0,131,104,350,110,193,1791,1399,665,0,1120,2425,1003,204,856,1378,1004,0,0,1291,752,455,59,214,127
18/10/2014,16,1812,322,173,77,2670,2966,2551,2710,0,128,123,534,143,187,1741,1460,719,0,677,2427,1024,223,816,1201,1181,0,0,1205,796,625,93,244,211
18/10/2014,17,1721,517,136,156,2718,2647,2423,2294,0,457,396,1437,188,295,1630,1412,617,0,606,2278,2259,444,982,1355,1247,0,0,1107,894,657,101,262,200
18/10/2014,18,1531,452,164,117,2683,2347,2033,1353,0,212,224,1185,208,237,1892,1348,612,0,570,2217,1460,390,1135,1147,1426,0,0,1118,1214,1016,144,260,256
18/10/2014,19,1529,453,116,109,2856,2060,1267,785,0,110,201,948,228,120,1875,1295,535,0,514,1974,795,238,1151,916,1476,0,0,1362,1148,1559,102,163,205
18/10/2014,20,1254,291,119,101,2804,1743,820,568,0,87,202,760,197,96,1325,1083,370,0,429,1711,618,220,1098,544,1281,0,0,627,1028,1662,74,172,206
18/10/2014,21,920,179,96,79,2105,1341,520,414,0,73,123,409,100,83,1625,952,441,0,306,1340,473,179,883,491,995,0,0,977,903,1527,67,131,145
18/10/2014,22,754,222,96,106,1864,1215,432,419,0,99,87,259,55,54,1324,926,536,0,250,1179,547,199,697,1028,737,0,0,863,815,998,70,101,89
18/10/2014,23,475,138,76,64,1480,1056,308,315,0,41,63,140,27,43,734,617,310,0,221,799,407,110,598,375,524,0,0,426,760,718,59,103,85
19/10/2014,0,270,73,39,65,884,661,194,190,0,16,34,89,29,13,425,436,244,0,166,511,212,67,530,295,449,0,0,198,867,353,27,84,53
19/10/2014,1,180,46,25,44,605,456,112,161,0,14,16,36,14,12,212,216,111,0,149,329,70,57,553,246,268,0,0,122,616,178,12,35,22
19/10/2014,2,101,12,12,50,449,342,64,105,0,2,7,2,2,7,161,184,92,0,131,259,54,30,443,56,159,0,0,78,347,84,17,27,20
19/10/2014,3,69,12,6,14,179,217,64,81,0,4,11,4,0,4,71,116,53,0,68,157,44,14,392,33,88,0,0,25,354,65,7,3,4
19/10/2014,4,52,15,8,12,143,195,44,43,0,8,4,15,5,20,99,95,69,0,74,133,43,18,210,43,31,0,0,86,244,43,7,15,5
19/10/2014,5,44,29,13,25,93,155,69,42,0,4,16,17,1,17,79,60,31,0,90,137,49,20,100,51,37,0,0,95,200,7,28,35,9
19/10/2014,6,53,58,31,13,121,162,82,97,0,26,39,125,11,39,137,146,70,0,151,254,255,45,125,159,29,0,0,140,124,27,46,46,43
19/10/2014,7,95,128,43,32,240,231,297,380,0,117,87,486,35,74,294,250,132,0,335,397,1585,226,105,350,78,0,0,357,179,38,55,52,119
19/10/2014,8,191,158,72,46,421,413,350,262,0,157,120,568,27,149,404,475,206,0,478,822,1437,257,135,328,108,0,0,512,160,78,51,89,154
19/10/2014,9,382,194,76,52,710,759,556,523,0,109,64,235,49,121,660,647,318,0,750,953,658,137,186,476,188,0,0,876,196,76,82,109,120
19/10/2014,10,647,193,119,74,1101,1486,1024,1045,0,98,80,273,60,163,1233,973,464,0,1104,1381,702,121,322,741,393,0,0,1501,304,159,80,124,139
19/10/2014,11,998,257,93,63,1636,2574,1574,1613,0,103,83,447,108,213,1913,1189,478,0,1381,1873,877,148,412,942,641,0,0,1771,499,282,105,188,113
19/10/2014,12,1427,248,87,94,2242,2912,2077,2123,0,118,119,619,164,199,1968,1221,466,0,1693,2065,850,198,621,1100,1195,0,0,1964,774,472,76,194,96
19/10/2014,13,1694,285,147,114,2441,2868,2497,2357,0,123,110,611,138,176,2227,1383,599,0,1528,2164,667,218,603,1176,1081,0,0,2234,726,675,110,222,93
19/10/2014,14,1566,227,91,120,2470,2878,2557,2435,0,101,72,532,110,183,2219,1445,584,0,1492,2216,663,166,712,1128,1184,0,0,2001,829,825,77,231,134
19/10/2014,15,1544,333,114,146,2097,2708,2205,2429,0,91,79,543,140,206,2211,1474,624,0,1138,2211,856,187,700,1389,900,0,0,2207,640,1036,85,220,95
19/10/2014,16,1386,219,142,179,2081,2364,1882,2028,0,229,306,900,102,200,1936,1354,638,0,669,2085,1613,437,630,1181,869,0,0,2046,642,757,86,189,90
19/10/2014,17,1270,223,113,110,2099,2035,1529,1445,0,222,284,989,105,183,1356,1204,490,0,475,1918,1492,417,876,892,951,0,0,804,797,748,84,238,128
19/10/2014,18,1087,216,89,112,1967,1660,1247,931,0,110,137,616,83,107,1443,1111,446,0,466,1752,892,254,901,788,1148,0,0,1112,807,987,64,169,137
19/10/2014,19,958,266,67,77,1805,1459,604,560,0,113,113,457,76,85,1020,993,383,0,442,1585,709,253,850,570,1050,753,0,488,785,1041,50,100,92
19/10/2014,20,749,177,58,66,1571,1126,386,383,0,83,129,455,59,57,970,848,314,0,328,1343,473,183,732,265,842,631,0,455,802,986,44,115,92
19/10/2014,21,613,118,47,71,1277,1013,313,277,0,58,94,249,31,30,882,687,276,0,263,926,384,165,519,349,541,439,0,554,677,825,34,93,105
19/10/2014,22,324,85,60,42,910,654,204,181,0,29,31,64,22,30,714,502,313,0,171,830,230,113,431,155,314,294,0,342,377,413,23,87,52
19/10/2014,23,152,53,12,26,403,258,94,84,0,21,15,44,8,4,183,236,156,0,101,333,128,37,264,89,143,115,0,93,222,104,18,22,22
20/10/2014,0,61,20,8,26,177,106,34,29,0,7,14,12,3,7,56,76,41,0,69,105,32,25,143,57,89,47,0,28,173,70,1,10,16
20/10/2014,1,25,20,4,17,87,53,22,9,0,1,1,6,1,2,55,70,37,0,27,50,4,1,59,76,42,32,0,20,134,29,5,2,10
20/10/2014,2,28,5,4,12,51,23,10,19,0,0,2,13,0,1,25,31,15,0,25,13,11,11,62,7,15,9,0,23,86,6,3,3,2
20/10/2014,3,23,12,7,5,31,28,2,34,0,4,7,18,9,0,20,16,10,0,35,27,6,7,30,9,22,13,0,27,153,5,0,2,7
20/10/2014,4,17,12,5,9,34,42,3,12,0,6,19,10,4,1,43,29,40,0,25,38,37,3,25,18,9,20,0,54,49,16,5,4,13
20/10/2014,5,35,83,57,194,92,109,43,35,0,110,28,14,3,51,119,184,133,0,61,236,328,52,58,118,17,8,0,168,30,14,33,33,20
20/10/2014,6,110,323,280,1025,211,264,133,121,0,708,164,97,23,133,443,651,273,0,135,781,1000,218,124,284,31,35,0,512,78,34,95,87,100
20/10/2014,7,451,1115,1084,3317,647,769,394,415,0,1949,370,277,59,348,1297,1606,773,0,350,1985,2653,665,196,685,131,91,0,1381,257,118,268,203,383
20/10/2014,8,741,1887,1540,4917,1061,1271,893,677,0,2430,505,377,53,396,1576,2237,1068,0,511,2423,3194,947,308,772,253,144,0,1834,333,226,461,336,504
20/10/2014,9,750,864,632,1515,981,1566,1072,1057,0,778,250,268,44,162,1255,1159,388,0,653,1833,1637,639,300,424,285,182,0,1135,387,220,238,282,403
20/10/2014,10,924,714,402,834,1328,2163,1445,1642,0,349,186,323,86,154,1250,1150,432,0,801,1950,1515,645,463,547,464,0,0,1112,590,414,221,172,314
20/10/2014,11,1155,972,419,876,1968,2975,2121,2438,0,473,306,451,98,363,1870,1585,516,0,979,2394,1469,703,780,681,780,0,0,1572,704,410,183,233,496
20/10/2014,12,1912,1959,817,1412,2993,3782,3362,4095,0,941,413,570,169,692,2046,2305,712,0,1330,3428,2014,858,1286,1096,1174,0,0,1956,1246,541,349,390,857
20/10/2014,13,1986,1387,646,1320,2642,3584,2990,3603,0,678,324,490,96,391,1946,1926,636,0,980,3121,1724,522,1042,937,1130,0,0,1941,1019,662,233,338,622
20/10/2014,14,1834,760,467,996,2401,3432,2500,2743,0,560,231,287,78,208,1797,1489,520,0,703,2907,1454,495,824,823,1007,0,0,1854,801,413,199,262,280
20/10/2014,15,1722,692,637,1629,2395,3286,2317,2553,0,905,232,257,68,180,1774,1495,611,0,681,3084,2137,529,764,949,955,0,0,1706,820,485,231,252,196
20/10/2014,16,2099,939,1283,3356,2536,3379,2369,2380,0,2109,466,347,95,436,2238,1938,997,0,684,3536,3333,707,911,1210,946,0,0,2148,850,429,370,296,378
20/10/2014,17,2096,1154,1404,3060,2535,3136,2281,2096,0,1886,407,497,115,503,2638,2503,1308,0,710,3805,3096,621,1034,1206,1028,0,0,76,891,456,390,380,357
20/10/2014,18,1365,626,523,1082,2121,2200,1578,1306,0,634,210,410,91,285,1733,1469,710,0,534,2614,1558,368,899,587,1060,0,0,613,762,558,186,236,211
20/10/2014,19,1113,405,207,409,1964,1509,794,587,0,184,125,317,60,106,1477,923,391,0,484,1793,795,198,840,326,881,701,0,40,655,605,89,147,139
20/10/2014,20,866,237,104,185,1811,1218,489,380,0,95,87,160,34,78,855,845,335,0,398,1332,513,151,629,219,661,580,0,0,554,615,75,99,72
20/10/2014,21,470,142,117,149,1099,863,323,306,0,64,40,140,23,44,767,628,227,0,267,1071,363,95,494,126,428,442,0,0,461,382,47,77,105
20/10/2014,22,361,187,67,89,703,483,171,158,0,44,27,42,7,16,1003,373,192,0,123,583,263,98,347,111,270,197,0,0,227,230,48,42,72
20/10/2014,23,176,56,41,51,291,218,63,67,0,31,26,24,6,16,196,202,124,0,111,352,121,80,182,50,103,101,0,0,151,133,18,19,36
21/10/2014,0,56,26,14,13,155,86,41,22,0,6,7,13,1,4,52,72,21,0,65,160,41,16,104,26,57,30,0,0,86,44,3,15,16
21/10/2014,1,21,8,2,17,92,47,3,15,0,7,5,2,0,2,26,33,18,0,44,86,24,18,53,71,14,11,0,0,33,30,2,7,6
21/10/2014,2,16,20,4,4,27,24,6,6,0,1,3,3,0,1,25,34,12,0,11,43,16,7,70,9,9,26,0,0,33,4,0,3,16
21/10/2014,3,15,16,1,1,13,29,9,4,0,8,6,5,0,0,25,14,7,0,20,9,17,3,46,7,8,12,0,0,24,27,1,4,5
21/10/2014,4,9,9,6,7,23,34,10,22,0,6,6,2,1,2,40,29,34,0,32,54,19,18,46,21,10,11,0,0,26,9,9,7,18
21/10/2014,5,21,91,65,180,93,98,38,29,0,130,39,24,4,63,119,98,140,0,87,197,294,68,60,126,22,9,0,0,36,9,30,43,25
21/10/2014,6,125,377,321,1078,241,328,160,134,0,713,147,125,30,183,506,492,323,0,233,760,1107,285,136,315,40,48,0,0,100,45,123,117,136
21/10/2014,7,465,1188,1061,3379,583,753,455,438,0,1900,351,355,62,407,1281,1736,824,0,439,1809,2768,707,225,732,112,114,0,0,250,156,344,237,293
21/10/2014,8,747,1879,1530,4971,985,1268,921,696,0,2575,473,375,59,418,1633,2331,1107,0,711,2526,3158,949,335,881,259,154,191,0,352,216,407,285,476
21/10/2014,9,670,815,607,1581,1033,1459,1084,883,0,826,242,248,47,169,1086,1050,430,0,839,1599,1597,573,334,650,315,96,186,0,321,188,256,214,397
21/10/2014,10,970,683,430,1582,1105,1851,1345,1435,0,390,171,216,45,166,1072,946,708,0,1232,1713,1268,513,420,501,399,0,214,0,529,311,164,197,259
21/10/2014,11,1283,893,454,956,1883,2706,2003,2061,0,578,339,336,93,308,1413,1328,689,0,1602,2264,1490,500,676,730,712,0,283,0,725,414,232,214,441
21/10/2014,12,1745,2015,773,1714,2944,3651,3359,3554,0,1059,541,534,155,710,1792,2187,593,0,2426,3090,2204,843,1080,936,1249,0,427,0,1345,626,394,491,896
21/10/2014,13,1698,1402,654,1464,2498,3502,2915,3085,0,733,394,356,107,408,1711,1727,470,0,1801,2626,1620,685,841,742,1147,0,321,0,967,632,253,308,611
21/10/2014,14,1663,701,486,1027,2370,3293,2323,2400,0,544,241,297,86,190,1520,1429,489,0,1097,2590,1509,445,757,681,1035,0,211,0,816,437,200,277,273
21/10/2014,15,1588,653,646,1708,2429,3154,2328,2539,0,943,254,237,65,210,1785,1412,597,0,754,2654,2057,510,663,794,947,0,161,0,622,600,227,195,247
21/10/2014,16,1873,996,1271,3426,2637,3168,2553,2335,0,2018,467,340,63,424,1957,2076,991,0,695,3198,3276,658,795,922,954,0,182,0,764,488,391,331,349
21/10/2014,17,2156,1189,1431,3105,2651,3033,2753,1965,0,1946,393,468,94,560,2540,2346,1283,0,647,3595,3230,704,893,1103,1183,0,230,0,890,593,385,316,396
21/10/2014,18,1582,676,543,1161,2384,2340,2049,1342,0,633,213,365,75,284,1670,1376,681,0,526,2374,1480,332,899,681,1151,0,133,0,910,721,165,212,220
21/10/2014,19,1400,394,245,440,2092,1711,841,906,0,204,132,332,104,171,1110,923,474,0,463,1874,830,236,830,424,992,0,82,0,769,808,103,169,173
21/10/2014,20,1201,234,150,251,1999,1334,564,423,0,132,86,270,99,79,1024,816,329,0,395,1466,568,195,743,289,940,0,112,0,646,913,86,149,135
21/10/2014,21,731,188,104,181,1386,904,336,317,0,79,45,172,51,81,974,643,319,0,319,1223,366,166,520,221,631,0,87,0,628,732,87,115,121
21/10/2014,22,418,157,65,90,914,577,174,197,0,45,34,88,27,36,544,478,272,0,211,1148,244,68,378,151,401,0,41,0,392,396,41,68,109
21/10/2014,23,198,89,34,93,629,348,115,79,0,29,11,40,13,15,230,272,164,0,133,1089,143,45,219,88,234,0,41,0,220,164,51,43,17
22/10/2014,0,89,21,11,23,209,130,40,34,0,8,10,15,2,2,87,94,37,0,101,185,28,24,166,45,130,0,13,0,158,53,15,10,5
22/10/2014,1,45,10,4,18,68,42,20,16,0,5,3,6,0,2,41,35,11,0,43,92,10,15,105,63,58,0,10,0,138,11,4,14,6
22/10/2014,2,30,14,9,4,51,27,22,13,0,1,3,6,0,0,41,28,17,0,48,67,10,21,80,65,15,0,3,0,39,11,4,3,6
22/10/2014,3,22,11,1,5,27,33,8,8,0,10,4,3,0,2,25,35,17,0,20,60,10,5,39,10,12,0,0,0,26,8,0,3,0
22/10/2014,4,17,15,2,15,41,47,11,17,0,8,1,4,1,2,45,28,40,0,21,40,27,13,24,10,9,0,4,0,36,10,1,7,15
22/10/2014,5,31,94,47,197,90,146,44,40,0,111,41,26,5,61,126,182,152,0,45,221,314,70,71,128,7,0,10,0,34,16,37,41,18
22/10/2014,6,111,374,287,1065,260,251,125,129,0,725,155,124,23,187,496,649,337,0,142,767,1113,249,112,356,42,0,39,0,79,53,100,115,138
22/10/2014,7,444,1222,1127,3419,632,826,473,341,0,2016,391,333,66,388,1264,1708,832,0,346,1955,2681,703,210,671,131,0,122,0,236,129,304,209,291
22/10/2014,8,788,2074,1572,4798,1050,1241,888,773,0,2523,509,347,61,411,1674,2203,971,0,537,2203,3121,957,303,734,226,0,267,0,390,211,427,253,489
22/10/2014,9,725,953,643,1687,982,1481,1023,1073,0,948,293,216,52,179,1228,1037,365,0,566,1719,1823,647,310,412,217,0,146,0,348,168,243,195,336
22/10/2014,10,896,656,655,872,1179,2027,1523,1848,0,357,196,246,42,125,942,799,367,0,712,1683,1294,427,411,376,447,0,162,0,467,306,155,206,268
22/10/2014,11,1470,1033,551,904,1946,2748,2238,2137,0,631,282,263,66,250,1393,1223,436,0,869,2077,1570,494,646,508,804,0,152,0,795,357,206,239,519
22/10/2014,12,2029,2003,729,1446,2728,3660,3498,3512,0,1057,506,382,98,572,1739,1985,604,0,1311,2747,2222,667,1165,709,1246,0,193,0,1170,611,317,476,925
22/10/2014,13,1685,1344,595,1360,2711,3509,3092,2970,0,786,335,306,97,352,1560,1720,471,0,907,2748,1840,526,873,556,1050,0,179,0,904,560,257,342,672
22/10/2014,14,1506,723,466,964,2384,3109,2435,2270,0,540,216,186,37,190,1456,1304,496,0,716,2336,1536,376,643,602,888,0,133,0,699,472,208,214,344
22/10/2014,15,1677,815,659,1648,2336,3055,2202,2287,0,922,256,201,30,185,1511,1374,540,0,683,2611,2118,434,633,706,864,0,121,0,661,523,205,229,234
22/10/2014,16,2103,1040,1336,3214,2513,3066,2327,2142,0,2038,406,271,59,391,2034,1875,1007,0,697,3107,3302,613,626,858,823,0,166,0,759,489,347,264,372
22/10/2014,17,2035,1244,1341,2955,2552,3028,2573,2210,0,1897,409,356,83,554,2597,2176,1299,0,683,3428,2994,606,844,1053,1023,0,199,0,880,546,338,350,369
22/10/2014,18,1701,647,519,1049,2339,2175,1782,1268,0,595,230,362,70,263,1700,1410,658,0,586,2419,1468,269,864,625,1109,0,151,0,778,672,127,208,251
22/10/2014,19,1348,381,264,432,2246,1717,867,643,0,231,231,381,121,162,1641,974,428,0,490,1726,853,166,725,405,1002,0,151,0,746,885,75,113,124
22/10/2014,20,1043,300,149,221,1935,1402,512,375,0,123,98,241,72,120,1086,764,312,0,433,1299,667,147,690,342,778,0,103,0,589,1079,58,143,80
22/10/2014,21,736,160,115,179,1251,944,340,321,0,66,47,145,47,67,876,649,302,0,256,1092,444,111,565,248,571,0,64,0,471,695,52,112,114
22/10/2014,22,394,157,61,108,884,660,165,188,0,33,53,49,8,38,1053,438,221,0,191,779,303,95,424,128,394,0,68,0,385,360,40,82,135
22/10/2014,23,183,64,18,69,407,355,88,112,0,43,50,29,4,13,285,277,133,0,111,437,151,69,314,50,191,0,38,0,210,149,29,31,69
23/10/2014,0,83,29,4,12,164,116,39,61,0,11,10,9,0,3,88,90,38,0,82,170,61,27,123,16,98,0,27,0,95,34,8,13,9
23/10/2014,1,24,34,3,14,61,59,6,9,0,7,4,4,3,4,25,47,21,0,44,64,31,4,95,11,34,0,11,0,58,38,2,2,12
23/10/2014,2,37,6,6,11,38,38,14,21,0,0,5,5,0,2,23,35,19,0,41,53,18,17,72,13,29,0,8,0,39,11,0,3,7
23/10/2014,3,14,8,1,7,19,15,14,4,0,3,3,0,0,1,24,23,18,0,32,28,17,4,48,4,5,0,1,0,22,1,2,0,0
23/10/2014,4,8,12,6,9,28,41,7,7,0,7,4,14,2,0,38,32,55,0,26,61,17,13,34,23,9,0,6,0,23,9,7,7,5
23/10/2014,5,32,91,58,192,116,115,42,39,0,106,36,22,7,68,125,183,118,0,91,227,302,50,39,88,13,0,21,0,27,15,26,30,48
23/10/2014,6,108,362,299,1079,216,260,140,120,0,695,167,100,21,165,456,640,308,0,233,710,1099,261,98,291,59,0,45,0,74,48,110,104,161
23/10/2014,7,409,1105,1022,3150,580,750,438,363,0,1972,373,258,45,340,1172,1666,758,0,412,1741,2619,684,189,648,101,0,129,0,223,135,240,160,315
23/10/2014,8,720,1935,1628,4474,884,1241,804,678,0,2643,535,321,54,380,1599,2193,1128,0,672,2390,3158,943,263,646,262,0,175,0,380,248,426,294,554
23/10/2014,9,600,844,606,1585,950,1344,919,1187,0,952,240,174,26,182,938,1014,349,0,839,1482,1699,518,316,515,245,0,213,0,400,183,196,187,320
23/10/2014,10,756,604,403,906,1258,2040,1319,1215,0,411,207,109,33,125,1037,852,299,0,968,1568,1228,411,384,339,413,0,200,0,418,234,139,162,296
23/10/2014,11,1018,893,463,880,1645,2495,1968,1878,0,594,297,255,50,274,1157,1220,438,0,1436,1922,1420,504,527,455,683,0,311,0,669,296,166,198,428
23/10/2014,12,1650,1624,616,1236,2375,3637,2913,3244,0,1026,487,463,112,542,1537,1855,552,0,1965,2715,2056,653,1160,665,1011,0,330,0,1242,556,236,301,920
23/10/2014,13,1542,1148,568,1083,2350,3389,2669,3119,0,701,333,299,89,347,1532,1431,528,0,1602,2454,1673,506,942,734,888,0,259,0,994,581,217,252,688
23/10/2014,14,1517,654,458,1002,2201,3088,2457,2578,0,515,237,225,27,175,1468,1213,504,0,1039,2456,1574,471,730,587,772,0,235,0,689,434,173,202,330
23/10/2014,15,1712,636,623,1622,2259,2934,2213,2373,0,982,290,198,47,193,1727,1353,620,0,796,2616,2043,508,697,769,741,0,179,0,628,390,234,240,261
23/10/2014,16,2069,950,1268,3279,2573,3250,2367,2560,0,1960,503,314,53,355,2025,1938,968,0,613,3249,3220,686,793,902,855,0,189,0,761,347,394,294,372
23/10/2014,17,2004,1130,1319,2849,2809,3368,2750,2443,0,1791,420,421,92,535,2543,2234,1360,0,647,3279,3130,612,929,1326,1055,0,180,0,962,389,323,381,402
23/10/2014,18,1676,632,567,1130,2322,2559,2030,1682,0,657,190,310,75,291,1859,1293,722,0,516,2433,1491,357,795,764,1114,0,222,0,833,465,151,213,330
23/10/2014,19,1196,380,230,409,1946,1860,1429,1095,0,204,118,277,66,139,1324,1043,441,0,460,1788,789,176,841,358,1100,0,114,0,921,698,101,121,149
23/10/2014,20,1032,343,180,304,1946,1639,990,786,0,147,79,256,53,152,1019,865,379,0,433,1714,611,174,816,270,848,0,107,0,904,722,69,105,107
23/10/2014,21,772,238,121,195,1573,1166,427,399,0,69,53,165,35,68,997,691,296,0,291,1194,421,124,741,280,675,0,100,0,619,646,82,136,117
23/10/2014,22,579,175,85,95,1176,778,259,179,0,63,36,65,12,37,691,494,237,0,240,878,305,104,600,196,348,0,94,0,482,405,51,70,108
23/10/2014,23,294,124,39,68,533,501,139,114,0,30,15,55,12,16,321,374,219,0,128,497,178,50,403,83,198,0,26,0,304,169,27,30,37
24/10/2014,0,124,29,14,36,308,265,68,57,0,14,7,5,3,11,149,187,71,0,106,205,34,11,275,37,117,0,24,0,181,88,16,14,21
24/10/2014,1,68,17,2,17,150,144,39,31,0,6,5,11,2,2,43,97,32,0,74,78,34,9,172,22,71,27,12,0,149,40,6,13,7
24/10/2014,2,51,16,13,12,124,74,28,25,0,4,0,2,0,0,68,42,22,0,36,41,40,15,158,2,29,29,4,0,116,25,2,5,6
24/10/2014,3,25,7,6,3,59,70,27,14,0,10,12,6,2,0,61,40,28,0,37,62,23,9,126,11,52,24,5,0,98,6,2,6,11
24/10/2014,4,22,10,5,24,45,63,14,12,0,5,2,7,3,4,65,36,60,0,13,65,31,14,66,11,19,7,2,0,83,8,2,13,17
24/10/2014,5,28,88,45,191,91,136,48,45,0,97,29,28,8,54,141,179,122,0,93,219,320,59,102,103,20,7,15,0,85,19,25,34,22
24/10/2014,6,113,357,315,1054,221,250,184,137,0,686,134,123,18,160,472,644,326,0,238,673,1044,258,98,300,38,34,75,0,79,39,95,103,121
24/10/2014,7,433,1086,1010,3196,580,764,517,381,0,1665,351,309,50,318,1218,1732,830,0,458,1832,2463,595,208,602,113,116,129,0,221,127,312,236,291
24/10/2014,8,736,1774,1498,4655,1031,1166,905,750,0,2433,420,344,58,344,1420,2143,919,0,702,2330,2951,948,351,748,239,165,216,0,362,247,460,264,515
24/10/2014,9,800,812,642,1678,1166,1679,1253,1099,0,865,278,220,26,188,1334,1124,464,0,870,1712,1715,563,296,889,294,267,220,0,423,186,211,194,339
24/10/2014,10,930,614,451,988,1303,2341,1584,1774,0,397,173,261,67,176,1292,1093,442,0,1055,1851,1100,500,417,936,534,0,247,0,511,294,186,181,334
24/10/2014,11,1230,921,452,959,1944,2951,2322,2545,0,674,323,401,112,383,1645,1539,529,0,1615,2228,1535,501,742,861,847,0,243,0,765,354,217,229,488
24/10/2014,12,1949,1806,749,1374,2974,4119,3749,4002,0,1203,529,561,131,674,1915,2340,705,0,2293,3116,2187,813,1256,1157,1289,0,351,456,1351,710,303,483,872
24/10/2014,13,1928,1306,526,1178,2645,3768,3250,3698,0,778,391,397,69,493,1975,1927,640,0,1754,2838,1751,699,931,1111,1078,0,288,1680,1070,719,233,336,724
24/10/2014,14,1513,640,502,1074,2556,3429,2887,2779,0,572,223,307,83,255,1776,1610,655,0,1258,2699,1669,449,800,962,893,0,250,1550,764,595,195,209,422
24/10/2014,15,1820,667,687,1609,2602,3554,2663,2836,0,974,296,278,54,253,1997,1591,655,0,1212,2833,2055,535,788,938,956,0,238,1816,758,494,210,227,417
24/10/2014,16,2041,1092,1208,3019,2958,3637,2932,2854,0,1970,472,371,93,530,2385,2169,1088,0,893,3352,3093,718,897,1189,975,0,202,1884,905,504,372,330,382
24/10/2014,17,2336,1128,1097,2302,3242,3882,3398,2972,0,1466,419,384,73,575,2922,2479,1117,0,741,3502,2709,638,1098,1330,1332,0,250,2260,984,611,288,310,407
24/10/2014,18,1884,717,453,924,2861,3166,2583,2169,0,480,273,464,100,283,2281,1817,679,0,577,2536,1434,335,1212,1048,1375,0,153,1801,1138,788,161,226,350
24/10/2014,19,1492,864,228,451,2594,2715,1989,1550,0,247,132,344,71,185,1848,1524,475,0,548,1940,859,240,1162,849,1485,0,151,1524,1151,1169,113,151,324
24/10/2014,20,1396,401,158,260,2803,2381,1549,1146,0,162,105,230,68,106,1373,1088,381,0,444,1633,657,229,1200,652,1258,0,109,940,1200,1159,52,132,189
